 BOS 20030101  1.28  0.82  0.33  0.15  0.04 308.2
 BOS 20030102  1.27  0.72  0.19  0.16  0.07 312.2
 BOS 20030103  1.29  0.46  0.00  0.00  0.10 311.0
 BOS 20030104  1.12  0.41  0.00  0.04  0.06 359.4
 BOS 20030105  1.09  0.68  0.14  0.25  0.16 373.0
 BOS 20030106  1.08  0.47  0.00  0.09  0.17 378.0
 BOS 20030107  1.01  0.71  0.30  0.24  0.12 411.9
 BOS 20030108  1.02  0.65  0.16  0.25  0.17 409.0
 BOS 20030109  1.01  0.66  0.16  0.27  0.18 416.8
 BOS 20030110  1.12  0.86  0.09  0.50  0.24 380.1
 BOS 20030111  1.12  0.84  0.25  0.32  0.20 385.5
 BOS 20030112  1.03  0.90  0.45  0.37  0.11 426.0
 BOS 20030113  1.12  0.72  0.02  0.33  0.30 395.8
 BOS 20030114  1.18  1.10  0.54  0.36  0.10 380.5
 BOS 20030115  1.17  0.80  0.19  0.27  0.19 388.0
 BOS 20030116  1.12  1.06  0.59  0.34  0.07 410.9
 BOS 20030117  1.23  0.68  0.06  0.22  0.18 381.4
 BOS 20030118  1.44  1.40  0.74  0.26  0.00 330.6
 BOS 20030119  1.23  0.79  0.13  0.27  0.20 391.4
 BOS 20030120  1.27  1.01  0.21  0.41  0.25 382.9
 BOS 20030121  1.31  1.20  0.48  0.37  0.15 377.0
 BOS 20030122  1.27  1.16  0.43  0.40  0.17 394.2
 BOS 20030123  1.39  1.17  0.42  0.34  0.11 369.5
 BOS 20030124  1.49  1.46  0.78  0.23  0.00 350.3
 BOS 20030125  1.42  1.18  0.38  0.34  0.14 373.0
 BOS 20030126  1.41  0.71  0.00  0.15  0.24 384.0
 BOS 20030127  1.28  1.07  0.41  0.31  0.15 429.8
 BOS 20030128  1.31  1.05  0.27  0.39  0.19 427.8
 BOS 20030129  1.54  0.78  0.00  0.19  0.20 369.7
 BOS 20030130  1.37  1.08  0.44  0.28  0.04 423.7
 BOS 20030131  1.48  0.66  0.03  0.15  0.06 397.5
 BOS 20030201  1.56  0.67  0.00  0.11  0.12 385.9
 BOS 20030202  1.46  0.76  0.04  0.16  0.20 417.2
 BOS 20030203  1.49  1.37  0.53  0.31  0.16 418.8
 BOS 20030204  1.81  0.61  0.00  0.00  0.05 352.4
 BOS 20030205  1.55  1.38  0.35  0.45  0.19 417.0
 BOS 20030206  1.56  1.32  0.37  0.35  0.19 423.1
 BOS 20030207  1.69  0.76  0.00  0.11  0.17 398.5
 BOS 20030208  1.57  1.48  0.62  0.33  0.04 435.5
 BOS 20030209  1.73  1.28  0.05  0.47  0.29 403.6
 BOS 20030210  1.72  0.74  0.00  0.06  0.19 413.0
 BOS 20030211  1.63  1.45  0.37  0.39  0.24 444.1
 BOS 20030212  1.52  1.17  0.32  0.28  0.18 485.5
 BOS 20030213  1.55  1.40  0.54  0.28  0.15 487.3
 BOS 20030214  1.72  1.55  0.39  0.43  0.18 447.8
 BOS 20030215  2.16  1.99  0.49  0.37  0.14 366.8
 BOS 20030216  2.42  2.12  0.38  0.40  0.18 337.1
 BOS 20030217  2.80  1.37  0.11  0.12  0.07 300.4
 BOS 20030218  2.42  0.96  0.00  0.04  0.14 348.5
 BOS 20030219  2.58  1.89  0.17  0.37  0.22 335.1
 BOS 20030220  2.45  2.32  0.64  0.30  0.06 357.1
 BOS 20030221  2.42  2.25  0.55  0.36  0.09 368.1
 BOS 20030222  2.85  0.91  0.00  0.00  0.01 323.0
 BOS 20030223  3.05  1.53  0.00  0.16  0.23 310.6
 BOS 20030224  2.66  1.87  0.17  0.28  0.27 357.0
 BOS 20030225  2.40  2.20  0.50  0.33  0.17 399.7
 BOS 20030226  2.29  1.97  0.40  0.35  0.17 423.7
 BOS 20030227  2.44  1.93  0.27  0.42  0.12 407.1
 BOS 20030228  2.35  1.29  0.09  0.20  0.13 428.1
 BOS 20030301  2.52  1.70  0.12  0.34  0.20 408.9
 BOS 20030302  2.58  1.05  0.01  0.07  0.11 407.1
 BOS 20030303  2.43  2.30  0.70  0.21  0.09 438.3
 BOS 20030304  2.69  1.91  0.20  0.31  0.19 405.8
 BOS 20030305  3.00  1.31  0.03  0.09  0.12 374.5
 BOS 20030306  3.13  1.66  0.00  0.20  0.24 366.3
 BOS 20030307  2.90  2.54  0.69  0.16  0.00 398.7
 BOS 20030308  2.80  2.44  0.37  0.38  0.21 418.8
 BOS 20030309  3.36  2.61  0.08  0.47  0.33 361.0
 BOS 20030310  2.61  2.35  0.40  0.40  0.20 461.5
 BOS 20030311  2.77  2.45  0.29  0.48  0.23 443.1
 BOS 20030312  3.01  1.82  0.00  0.28  0.31 417.6
 BOS 20030313  3.11  1.62  0.00  0.19  0.23 411.6
 BOS 20030314  3.06  2.80  0.47  0.39  0.14 424.8
 BOS 20030315  3.53  3.07  0.44  0.36  0.11 378.1
 BOS 20030316  3.81  3.04  0.29  0.40  0.13 359.1
 BOS 20030317  4.01  3.08  0.30  0.33  0.14 348.2
 BOS 20030318  3.99  3.42  0.52  0.24  0.12 354.7
 BOS 20030319  3.80  3.25  0.56  0.27  0.01 375.6
 BOS 20030320  4.06  2.27  0.07  0.21  0.18 359.4
 BOS 20030321  4.24  2.41  0.00  0.25  0.26 350.4
 BOS 20030322  4.35  3.03  0.17  0.35  0.15 347.4
 BOS 20030323  4.08  3.05  0.26  0.30  0.20 372.3
 BOS 20030324  4.18  3.77  0.52  0.34  0.09 369.9
 BOS 20030325  4.65  3.96  0.25  0.49  0.20 341.8
 BOS 20030326  4.73  2.62  0.05  0.21  0.20 341.0
 BOS 20030327  4.05  3.78  0.56  0.31  0.14 395.1
 BOS 20030328  4.51  3.73  0.32  0.38  0.18 364.2
 BOS 20030329  5.34  3.46  0.15  0.30  0.14 318.8
 BOS 20030330  5.28  2.02  0.04  0.02  0.07 325.6
 BOS 20030331  4.59  3.49  0.18  0.36  0.28 372.0
 BOS 20030401  3.94  3.10  0.28  0.34  0.21 431.0
 BOS 20030402  4.46  2.19  0.04  0.00  0.36 390.4
 BOS 20030403  4.93  1.92  0.06  0.02  0.05 361.3
 BOS 20030404  5.09  1.82  0.00  0.00  0.10 355.1
 BOS 20030405  5.06  1.75  0.00  0.05  0.00 361.1
 BOS 20030406  4.60  4.02  0.18  0.57  0.26 396.7
 BOS 20030407  5.26  3.04  0.13  0.18  0.17 356.1
 BOS 20030408  5.07  2.37  0.00  0.09  0.24 371.8
 BOS 20030409  5.94  2.89  0.00  0.16  0.19 328.3
 BOS 20030410  5.51  4.77  0.34  0.46  0.13 353.2
 BOS 20030411  5.80  2.18  0.04  0.00  0.08 341.5
 BOS 20030412  5.29  2.76  0.16  0.11  0.08 372.0
 BOS 20030413  4.85  3.89  0.21  0.36  0.33 405.2
 BOS 20030414  5.03  4.23  0.41  0.32  0.15 395.3
 BOS 20030415  5.68  5.05  0.29  0.51  0.20 359.6
 BOS 20030416  6.06  4.41  0.10  0.43  0.23 342.8
 BOS 20030417  5.68  4.50  0.35  0.35  0.09 365.7
 BOS 20030418  6.17  4.40  0.29  0.31  0.05 343.3
 BOS 20030419  6.37  5.12  0.29  0.43  0.10 336.8
 BOS 20030420  6.40  5.30  0.38  0.44  0.00 338.4
 BOS 20030421  6.60  5.02  0.26  0.42  0.06 332.1
 BOS 20030422  6.80  2.44  0.04  0.00  0.04 326.1
 BOS 20030423  5.99  3.56  0.00  0.21  0.38 365.6
 BOS 20030424  5.44  2.83  0.02  0.04  0.41 399.4
 BOS 20030425  6.10  5.23  0.24  0.52  0.19 364.7
 BOS 20030426  6.85  2.45  0.00  0.00  0.10 332.7
 BOS 20030427  6.61  5.79  0.22  0.54  0.24 345.1
 BOS 20030428  6.44  5.95  0.35  0.59  0.07 354.9
 BOS 20030429  6.83  5.88  0.22  0.59  0.13 340.0
 BOS 20030430  6.78  5.14  0.18  0.44  0.16 344.3
 BOS 20030501  7.06  4.04  0.12  0.23  0.10 334.8
 BOS 20030502  7.20  3.46  0.03  0.13  0.17 330.9
 BOS 20030503  6.81  4.73  0.13  0.36  0.20 348.5
 BOS 20030504  6.46  5.65  0.35  0.54  0.02 366.2
 BOS 20030505  6.60  5.53  0.30  0.55  0.00 361.7
 BOS 20030506  6.25  2.46  0.00  0.10  0.05 380.5
 BOS 20030507  6.60  5.10  0.06  0.54  0.25 364.9
 BOS 20030508  6.76  2.39  0.02  0.02  0.03 359.5
 BOS 20030509  6.29  3.75  0.00  0.27  0.30 383.8
 BOS 20030510  6.37  5.49  0.19  0.60  0.17 381.5
 BOS 20030511  7.17  4.58  0.04  0.34  0.24 346.6
 BOS 20030512  6.39  3.72  0.00  0.14  0.45 383.8
 BOS 20030513  6.29  3.16  0.03  0.04  0.35 390.4
 BOS 20030514  6.36  3.16  0.07  0.11  0.17 388.1
 BOS 20030515  6.46  3.33  0.00  0.11  0.33 384.2
 BOS 20030516  6.80  4.43  0.12  0.29  0.21 369.1
 BOS 20030517  7.29  6.44  0.33  0.53  0.09 348.7
 BOS 20030518  7.05  6.49  0.38  0.60  0.00 360.3
 BOS 20030519  6.93  6.39  0.39  0.59  0.00 366.7
 BOS 20030520  7.57  7.05  0.37  0.63  0.00 341.6
 BOS 20030521  8.01  5.42  0.13  0.35  0.17 326.4
 BOS 20030522  7.42  3.73  0.00  0.18  0.20 349.4
 BOS 20030523  7.19  2.52  0.00  0.06  0.00 359.7
 BOS 20030524  7.34  2.35  0.00  0.00  0.01 354.1
 BOS 20030525  7.11  3.62  0.00  0.10  0.33 364.6
 BOS 20030526  7.31  2.46  0.00  0.00  0.05 357.0
 BOS 20030527  7.17  4.47  0.00  0.31  0.31 363.7
 BOS 20030528  6.95  2.76  0.00  0.02  0.17 373.9
 BOS 20030529  6.92  4.72  0.06  0.37  0.27 376.1
 BOS 20030530  7.12  4.86  0.04  0.36  0.32 368.1
 BOS 20030531  7.11  4.22  0.01  0.31  0.22 369.2
 BOS 20030601  6.68  2.63  0.00  0.00  0.19 390.1
 BOS 20030602  6.56  5.72  0.20  0.57  0.22 396.2
 BOS 20030603  7.34  6.49  0.18  0.65  0.17 361.3
 BOS 20030604  8.07  3.25  0.00  0.05  0.14 333.8
 BOS 20030605  7.66  4.57  0.00  0.28  0.29 349.1
 BOS 20030606  7.34  6.11  0.13  0.59  0.21 362.6
 BOS 20030607  8.48  4.02  0.00  0.11  0.23 321.4
 BOS 20030608  8.60  5.34  0.02  0.34  0.23 318.2
 BOS 20030609  8.95  5.16  0.00  0.28  0.24 308.1
 BOS 20030610  7.77  7.02  0.24  0.67  0.09 347.2
 BOS 20030611  8.13  5.14  0.03  0.39  0.17 334.6
 BOS 20030612  8.85  5.56  0.00  0.34  0.28 311.7
 BOS 20030613  8.82  3.02  0.00  0.01  0.05 312.6
 BOS 20030614  8.54  4.04  0.00  0.10  0.24 321.1
 BOS 20030615  7.91  6.88  0.14  0.63  0.23 342.7
 BOS 20030616  7.89  6.60  0.15  0.61  0.16 343.4
 BOS 20030617  7.70  7.06  0.29  0.67  0.04 350.4
 BOS 20030618  8.21  4.83  0.04  0.24  0.26 332.5
 BOS 20030619  8.44  3.91  0.00  0.05  0.29 324.7
 BOS 20030620  7.95  4.20  0.00  0.28  0.12 341.7
 BOS 20030621  8.06  4.42  0.04  0.29  0.09 337.9
 BOS 20030622  7.83  3.26  0.02  0.03  0.17 345.9
 BOS 20030623  7.72  5.75  0.09  0.40  0.33 349.7
 BOS 20030624  8.36  6.79  0.19  0.50  0.19 326.7
 BOS 20030625  8.44  7.46  0.27  0.60  0.09 323.9
 BOS 20030626  8.95  7.67  0.16  0.62  0.18 308.9
 BOS 20030627  8.74  6.88  0.10  0.54  0.22 314.7
 BOS 20030628  8.81  8.00  0.24  0.69  0.07 312.5
 BOS 20030629  8.68  5.05  0.03  0.26  0.23 316.3
 BOS 20030630  8.75  6.81  0.01  0.58  0.29 314.1
 BOS 20030701  7.98  7.13  0.19  0.69  0.12 338.8
 BOS 20030702  7.97  6.93  0.18  0.68  0.09 338.6
 BOS 20030703  8.25  6.88  0.13  0.60  0.20 328.5
 BOS 20030704  8.45  6.83  0.07  0.59  0.25 321.5
 BOS 20030705  8.71  7.63  0.13  0.68  0.19 313.3
 BOS 20030706  8.72  7.27  0.07  0.64  0.24 312.5
 BOS 20030707  8.85  6.67  0.09  0.58  0.10 308.3
 BOS 20030708  8.58  7.43  0.12  0.66  0.21 315.9
 BOS 20030709  8.78  6.71  0.11  0.51  0.19 309.7
 BOS 20030710  8.32  5.46  0.02  0.47  0.13 322.9
 BOS 20030711  9.15  3.90  0.00  0.12  0.10 297.7
 BOS 20030712  8.66  7.45  0.10  0.66  0.23 311.3
 BOS 20030713  8.27  6.23  0.13  0.44  0.23 322.4
 BOS 20030714  8.70  6.38  0.07  0.51  0.18 308.7
 BOS 20030715  7.95  4.71  0.00  0.30  0.25 332.1
 BOS 20030716  8.38  4.14  0.00  0.11  0.28 317.0
 BOS 20030717  8.29  6.52  0.05  0.54  0.30 319.1
 BOS 20030718  8.09  5.12  0.00  0.32  0.32 324.8
 BOS 20030719  7.52  6.03  0.05  0.58  0.28 344.7
