 BIL 20030101  0.82  0.73  0.36  0.45  0.17 372.0
 BIL 20030102  0.98  0.79  0.15  0.47  0.29 315.4
 BIL 20030103  0.95  0.66  0.00  0.38  0.37 327.5
 BIL 20030104  0.92  0.73  0.14  0.46  0.29 344.6
 BIL 20030105  0.89  0.53  0.02  0.24  0.30 358.8
 BIL 20030106  1.00  0.93  0.57  0.37  0.05 322.7
 BIL 20030107  1.18  1.09  0.53  0.37  0.10 278.1
 BIL 20030108  1.25  1.09  0.36  0.43  0.16 265.4
 BIL 20030109  1.11  0.99  0.53  0.33  0.05 299.2
 BIL 20030110  1.01  0.92  0.65  0.27  0.00 331.3
 BIL 20030111  1.01  0.93  0.50  0.41  0.09 338.0
 BIL 20030112  1.01  0.81  0.12  0.49  0.29 341.2
 BIL 20030113  1.05  0.82  0.07  0.51  0.30 333.7
 BIL 20030114  1.09  0.59  0.00  0.22  0.24 326.0
 BIL 20030115  1.03  0.55  0.00  0.16  0.30 354.3
 BIL 20030116  1.04  0.89  0.35  0.43  0.14 355.7
 BIL 20030117  1.08  0.90  0.29  0.40  0.20 345.9
 BIL 20030118  1.16  0.81  0.02  0.40  0.34 328.4
 BIL 20030119  1.15  0.96  0.14  0.53  0.29 335.7
 BIL 20030120  1.25  0.88  0.12  0.36  0.25 315.5
 BIL 20030121  1.16  0.69  0.00  0.30  0.27 344.4
 BIL 20030122  1.09  0.59  0.04  0.18  0.24 373.9
 BIL 20030123  1.18  0.83  0.00  0.43  0.33 352.5
 BIL 20030124  1.19  0.99  0.10  0.57  0.30 357.4
 BIL 20030125  1.22  0.69  0.02  0.20  0.29 353.9
 BIL 20030126  1.33  0.98  0.02  0.42  0.40 332.1
 BIL 20030127  1.44  0.93  0.00  0.33  0.34 313.4
 BIL 20030128  1.29  1.06  0.18  0.50  0.23 356.3
 BIL 20030129  1.26  1.10  0.36  0.43  0.16 372.2
 BIL 20030130  1.33  0.82  0.00  0.25  0.38 358.1
 BIL 20030131  1.35  0.92  0.00  0.35  0.39 359.6
 BIL 20030201  1.36  0.87  0.00  0.32  0.35 366.7
 BIL 20030202  1.23  0.88  0.22  0.30  0.20 414.7
 BIL 20030203  1.25  0.94  0.00  0.51  0.34 417.5
 BIL 20030204  1.16  0.58  0.00  0.12  0.28 460.1
 BIL 20030205  1.16  0.57  0.00  0.10  0.28 471.7
 BIL 20030206  1.16  1.08  0.58  0.35  0.05 481.1
 BIL 20030207  1.35  1.01  0.02  0.50  0.31 418.1
 BIL 20030208  1.35  0.99  0.17  0.36  0.23 426.4
 BIL 20030209  1.31  0.82  0.00  0.30  0.33 449.1
 BIL 20030210  1.44  0.89  0.06  0.25  0.29 417.5
 BIL 20030211  1.63  1.26  0.11  0.46  0.29 378.5
 BIL 20030212  1.66  1.54  0.53  0.38  0.08 380.2
 BIL 20030213  1.78  1.44  0.15  0.49  0.27 364.4
 BIL 20030214  1.93  1.15  0.07  0.22  0.25 344.6
 BIL 20030215  1.91  1.69  0.42  0.41  0.11 355.1
 BIL 20030216  1.99  1.49  0.00  0.50  0.35 348.9
 BIL 20030217  1.76  1.45  0.05  0.58  0.34 400.9
 BIL 20030218  1.82  1.59  0.28  0.49  0.21 396.1
 BIL 20030219  2.00  1.84  0.46  0.42  0.12 367.8
 BIL 20030220  1.88  1.46  0.13  0.43  0.29 398.3
 BIL 20030221  1.98  1.27  0.00  0.33  0.33 387.9
 BIL 20030222  1.82  0.95  0.00  0.15  0.29 430.1
 BIL 20030223  1.86  1.05  0.12  0.15  0.20 431.9
 BIL 20030224  1.82  1.74  0.73  0.26  0.00 451.4
 BIL 20030225  2.10  2.01  0.64  0.35  0.01 399.6
 BIL 20030226  2.30  1.88  0.23  0.46  0.20 375.3
 BIL 20030227  2.27  1.74  0.22  0.40  0.17 387.0
 BIL 20030228  2.13  1.88  0.41  0.42  0.11 418.6
 BIL 20030301  2.17  1.25  0.15  0.12  0.22 420.2
 BIL 20030302  2.39  1.94  0.02  0.57  0.37 390.3
 BIL 20030303  2.26  1.14  0.00  0.12  0.29 419.6
 BIL 20030304  2.26  1.59  0.21  0.31  0.16 428.9
 BIL 20030305  2.37  1.59  0.00  0.34  0.38 418.6
 BIL 20030306  2.45  1.68  0.00  0.40  0.33 413.6
 BIL 20030307  2.47  1.76  0.00  0.44  0.34 418.3
 BIL 20030308  2.47  1.72  0.00  0.44  0.30 426.3
 BIL 20030309  2.61  1.59  0.00  0.27  0.33 412.2
 BIL 20030310  2.67  2.14  0.00  0.57  0.38 411.2
 BIL 20030311  2.83  2.08  0.01  0.45  0.37 396.3
 BIL 20030312  2.85  2.13  0.00  0.47  0.39 400.0
 BIL 20030313  3.25  2.74  0.04  0.60  0.37 362.7
 BIL 20030314  3.46  2.80  0.00  0.59  0.37 349.2
 BIL 20030315  3.27  2.65  0.07  0.55  0.31 373.7
