 ABQ 20020101  2.49  1.66  0.11  0.25  0.32 301.3
 ABQ 20020102  2.53  2.04  0.44  0.23  0.15 299.8
 ABQ 20020103  2.73  2.17  0.28  0.32  0.26 282.6
 ABQ 20020104  2.68  2.11  0.21  0.37  0.28 288.9
 ABQ 20020105  2.65  2.48  0.66  0.24  0.08 293.6
 ABQ 20020106  2.60  2.14  0.26  0.36  0.30 300.5
 ABQ 20020107  2.70  2.22  0.33  0.29  0.28 293.4
 ABQ 20020108  3.10  2.77  0.47  0.35  0.14 261.2
 ABQ 20020109  2.86  2.44  0.32  0.41  0.20 281.7
 ABQ 20020110  2.54  1.54  0.00  0.28  0.31 315.9
 ABQ 20020111  3.12  3.00  0.74  0.22  0.04 264.6
 ABQ 20020112  2.88  2.73  0.68  0.26  0.05 287.1
 ABQ 20020113  2.38  2.29  0.75  0.20  0.05 344.2
 ABQ 20020114  2.53  2.36  0.65  0.26  0.06 328.6
 ABQ 20020115  2.96  2.64  0.26  0.53  0.22 288.8
 ABQ 20020116  2.83  1.93  0.00  0.37  0.37 304.0
 ABQ 20020117  3.19  2.73  0.42  0.32  0.17 275.9
 ABQ 20020118  3.04  2.61  0.32  0.43  0.19 291.2
 ABQ 20020119  2.90  2.82  0.77  0.21  0.03 306.2
 ABQ 20020120  3.23  2.98  0.63  0.24  0.10 280.9
 ABQ 20020121  2.82  2.61  0.48  0.42  0.10 319.7
 ABQ 20020122  2.87  2.53  0.30  0.47  0.22 318.9
 ABQ 20020123  2.61  1.78  0.00  0.39  0.34 352.3
 ABQ 20020124  2.89  2.67  0.57  0.27  0.16 325.6
 ABQ 20020125  3.36  3.28  0.85  0.15  0.00 289.0
 ABQ 20020126  3.24  3.11  0.79  0.16  0.04 301.4
 ABQ 20020127  3.55  3.17  0.47  0.35  0.14 282.0
 ABQ 20020128  3.78  3.12  0.12  0.52  0.31 270.3
 ABQ 20020129  3.43  2.47  0.03  0.43  0.33 297.4
 ABQ 20020130  3.68  2.62  0.08  0.40  0.27 283.0
 ABQ 20020131  3.57  2.86  0.32  0.29  0.25 294.1
 ABQ 20020201  3.68  3.57  0.82  0.16  0.02 290.7
 ABQ 20020202  3.45  2.52  0.00  0.48  0.33 312.0
 ABQ 20020203  3.41  3.14  0.66  0.23  0.06 319.2
 ABQ 20020204  4.39  3.28  0.12  0.44  0.23 260.4
 ABQ 20020205  3.96  3.64  0.67  0.21  0.07 288.4
 ABQ 20020206  4.23  4.13  0.84  0.15  0.01 275.4
 ABQ 20020207  4.29  4.19  0.84  0.16  0.00 276.1
 ABQ 20020208  4.11  3.91  0.66  0.28  0.07 290.8
 ABQ 20020209  3.56  3.33  0.61  0.29  0.10 334.0
 ABQ 20020210  4.15  4.09  0.93  0.07  0.00 295.3
 ABQ 20020211  4.07  3.95  0.79  0.21  0.00 305.2
 ABQ 20020212  3.57  2.92  0.31  0.37  0.19 347.5
 ABQ 20020213  3.85  3.33  0.39  0.39  0.14 329.3
 ABQ 20020214  4.33  3.43  0.17  0.41  0.30 301.6
 ABQ 20020215  4.37  3.80  0.43  0.37  0.12 303.5
 ABQ 20020216  4.74  3.93  0.29  0.39  0.22 287.3
 ABQ 20020217  4.48  3.93  0.25  0.52  0.22 305.3
 ABQ 20020218  4.03  2.85  0.01  0.41  0.36 339.9
 ABQ 20020219  4.41  3.95  0.43  0.37  0.18 318.1
 ABQ 20020220  4.77  3.96  0.30  0.33  0.29 300.5
 ABQ 20020221  4.13  3.93  0.77  0.16  0.05 345.8
 ABQ 20020222  5.07  4.85  0.68  0.29  0.03 294.1
 ABQ 20020223  4.98  4.69  0.59  0.34  0.07 302.4
 ABQ 20020224  4.92  4.62  0.64  0.25  0.11 310.5
 ABQ 20020225  5.46  5.17  0.69  0.22  0.09 287.7
 ABQ 20020226  5.35  5.07  0.69  0.23  0.08 296.5
 ABQ 20020227  5.38  5.08  0.64  0.28  0.08 298.7
 ABQ 20020228  5.15  4.89  0.63  0.31  0.07 314.7
 ABQ 20020301  4.65  3.77  0.17  0.47  0.26 347.8
 ABQ 20020302  4.46  3.75  0.34  0.36  0.21 365.6
 ABQ 20020303  4.69  4.45  0.67  0.26  0.07 354.3
 ABQ 20020304  5.26  5.09  0.72  0.27  0.02 325.2
 ABQ 20020305  5.41  5.21  0.70  0.28  0.03 321.6
 ABQ 20020306  4.97  4.64  0.54  0.37  0.09 350.1
 ABQ 20020307  5.49  4.76  0.17  0.58  0.24 325.2
 ABQ 20020308  5.78  5.10  0.39  0.38  0.20 315.6
 ABQ 20020310  7.75  6.93  0.53  0.30  0.11 252.3
 ABQ 20020311  5.80  5.57  0.75  0.21  0.04 325.8
 ABQ 20020312  6.84  6.42  0.56  0.38  0.06 287.1
 ABQ 20020313  6.02  5.50  0.44  0.42  0.14 323.6
 ABQ 20020314  6.05  5.34  0.44  0.35  0.16 325.6
 ABQ 20020315  5.79  5.14  0.52  0.31  0.10 342.2
 ABQ 20020316  6.16  5.57  0.45  0.40  0.13 328.1
 ABQ 20020317  6.23  5.61  0.42  0.41  0.15 328.2
 ABQ 20020318  6.36  4.77  0.08  0.45  0.29 326.6
 ABQ 20020319  7.39  5.66  0.31  0.23  0.26 290.9
 ABQ 20020320  7.55  7.27  0.73  0.25  0.02 288.7
 ABQ 20020321  6.79  6.61  0.80  0.20  0.00 318.7
 ABQ 20020322  7.12  6.22  0.37  0.41  0.17 309.6
 ABQ 20020323  7.05  6.33  0.32  0.51  0.17 315.4
 ABQ 20020324  6.11  5.11  0.21  0.49  0.23 359.4
 ABQ 20020325  6.84  5.19  0.20  0.34  0.27 329.4
 ABQ 20020326  8.08  6.87  0.23  0.52  0.19 289.5
 ABQ 20020327  7.99  6.98  0.39  0.40  0.15 294.6
 ABQ 20020328  8.04  7.50  0.55  0.36  0.09 295.9
 ABQ 20020329  7.06  3.71  0.03  0.15  0.25 333.3
 ABQ 20020330  7.50  6.43  0.37  0.39  0.16 319.4
 ABQ 20020331  7.53  6.76  0.52  0.34  0.08 321.1
 ABQ 20020401  7.84  7.22  0.45  0.44  0.11 313.4
 ABQ 20020402  8.00  7.56  0.56  0.41  0.03 310.6
 ABQ 20020403  8.67  7.56  0.27  0.53  0.16 292.6
 ABQ 20020404  9.63  8.64  0.37  0.50  0.10 270.1
 ABQ 20020405  8.88  8.10  0.44  0.46  0.08 291.5
 ABQ 20020406  8.02  6.87  0.20  0.58  0.17 319.7
 ABQ 20020407  7.81  5.35  0.12  0.32  0.25 329.4
 ABQ 20020408  9.59  8.89  0.47  0.47  0.05 279.2
 ABQ 20020409  9.22  8.21  0.32  0.54  0.11 291.0
 ABQ 20020410  8.58  7.53  0.24  0.59  0.14 311.4
 ABQ 20020411  8.42  7.65  0.41  0.48  0.09 318.6
 ABQ 20020412  9.01  7.60  0.17  0.57  0.20 302.7
 ABQ 20020413  9.04  8.14  0.40  0.47  0.10 303.6
 ABQ 20020414  9.96  9.50  0.62  0.37  0.01 281.9
 ABQ 20020415  8.40  6.95  0.09  0.60  0.25 326.9
 ABQ 20020416  7.55  6.92  0.50  0.39  0.09 360.1
 ABQ 20020417  8.89  8.16  0.51  0.38  0.09 315.7
 ABQ 20020418 10.25  9.47  0.54  0.37  0.07 282.0
 ABQ 20020419 10.06  9.06  0.43  0.43  0.11 288.2
 ABQ 20020420 11.05 10.04  0.49  0.38  0.10 268.1
 ABQ 20020421 10.47  9.82  0.59  0.35  0.05 281.9
 ABQ 20020422 10.61  9.95  0.55  0.39  0.06 280.1
 ABQ 20020423  9.47  8.55  0.39  0.48  0.11 309.4
 ABQ 20020424  9.54  9.12  0.64  0.35  0.01 308.9
 ABQ 20020425 10.80  8.36  0.00  0.50  0.41 279.7
 ABQ 20020426 10.22  9.10  0.38  0.47  0.11 294.2
 ABQ 20020427 10.82  9.83  0.47  0.41  0.09 281.8
 ABQ 20020428 10.33  9.93  0.70  0.29  0.01 294.3
 ABQ 20020429 11.71  9.38  0.00  0.61  0.32 266.5
 ABQ 20020430 11.08  9.81  0.35  0.46  0.16 279.9
 ABQ 20020501 10.20  9.61  0.61  0.34  0.04 300.9
 ABQ 20020503 10.49  9.99  0.61  0.38  0.01 296.2
 ABQ 20020504 10.97 10.09  0.49  0.42  0.07 286.6
 ABQ 20020505 10.79  9.80  0.47  0.41  0.09 291.5
 ABQ 20020506  9.70  9.17  0.62  0.34  0.03 319.2
 ABQ 20020507  9.50  9.10  0.67  0.32  0.01 325.9
 ABQ 20020508  9.07  8.41  0.50  0.43  0.06 340.1
 ABQ 20020509  9.51  8.62  0.41  0.47  0.10 327.5
 ABQ 20020510  9.31  7.97  0.22  0.52  0.22 334.7
 ABQ 20020511 10.22  9.73  0.64  0.33  0.03 310.8
 ABQ 20020512 10.82 10.19  0.56  0.39  0.05 296.7
 ABQ 20020513 11.70 10.79  0.50  0.42  0.06 278.7
 ABQ 20020514 10.23  7.57  0.03  0.37  0.46 312.4
 ABQ 20020515  9.38  8.37  0.36  0.49  0.12 336.8
 ABQ 20020516  9.78  9.37  0.65  0.35  0.00 325.4
 ABQ 20020517 10.62 10.03  0.56  0.41  0.03 304.6
 ABQ 20020518 10.39  8.84  0.17  0.59  0.19 311.0
 ABQ 20020519  9.61  8.12  0.12  0.63  0.20 332.6
 ABQ 20020520  9.68  8.66  0.34  0.51  0.13 331.4
 ABQ 20020521  9.91  9.21  0.53  0.39  0.07 325.2
 ABQ 20020522 10.61  9.88  0.55  0.37  0.07 308.0
 ABQ 20020523 10.04  9.31  0.51  0.41  0.07 322.6
 ABQ 20020524  9.57  8.94  0.55  0.39  0.05 336.7
 ABQ 20020525 10.20  9.61  0.58  0.39  0.02 319.5
 ABQ 20020526  9.70  8.19  0.12  0.63  0.20 333.6
 ABQ 20020527  9.89  8.64  0.23  0.58  0.16 328.6
 ABQ 20020528 10.39  9.38  0.35  0.52  0.12 316.1
 ABQ 20020529 10.87  9.72  0.29  0.56  0.14 304.6
